Species,Phylum,Class,Family
Anaxyrus sp,Chordata,Amphibia,Bufonidae
Eurycea quadridigitatta,Chordata,Amphibia,Plethodontidae
Gastrophryne carolinensis,Chordata,Amphibia,Microhylidae
Lithobates sp,Chordata,Amphibia,Ranidae
Pseudacris ornata,Chordata,Amphibia,Hylidae
Dimocarpus longan,Tracheophyta,Magnoliopsida,Sapindaceae
Diospyros pruriens,Tracheophyta,Magnoliopsida,Ebenaceae
Baccaurea courtallensis,Tracheophyta,Magnoliopsida,Phyllanthaceae
Calophyllum polyanthum,Tracheophyta,Magnoliopsida,Calophyllaceae
Caryota urens,Tracheophyta,Liliopsida,Arecaceae
Cinnamomum sp1,Tracheophyta,Magnoliopsida,Lauraceae
Cryptocarya wightiana,Tracheophyta,Magnoliopsida,Lauraceae
Dendrocnide sinuata,Tracheophyta,Magnoliopsida,Urticaceae
Dimorphocalyx lawianus,Tracheophyta,Magnoliopsida,Euphorbiaceae
Cyathocalyx zeylanicus,Tracheophyta,Magnoliopsida,Annonaceae
Aglaia barberi,Tracheophyta,Magnoliopsida,Meliaceae
Antidesma menasu,Tracheophyta,Magnoliopsida,Phyllanthaceae
Artocarpus heterophyllus,Tracheophyta,Magnoliopsida,Moraceae
Casearia ovata,Tracheophyta,Magnoliopsida,Salicaceae
Diospyros bourdillonii,Tracheophyta,Magnoliopsida,Ebenaceae
Diospyros sylvatica,Tracheophyta,Magnoliopsida,Ebenaceae
Dipterocarpus indicus,Tracheophyta,Magnoliopsida,Dipterocarpaceae
Drypetes elata,Tracheophyta,Magnoliopsida,Putranjivaceae
Fahrenheitia zeylanica,Tracheophyta,Magnoliopsida,Euphorbiaceae
Ficus nervosa,Tracheophyta,Magnoliopsida,Moraceae
Garcinia morella,Tracheophyta,Magnoliopsida,Clusiaceae
Garcinia talbotii,Tracheophyta,Magnoliopsida,Clusiaceae
Holigarna arnottiana,Tracheophyta,Magnoliopsida,Anacardiaceae
Humboldtia brunonis,Tracheophyta,Magnoliopsida,Fabaceae
Hydnocarpus pentandra,Tracheophyta,Magnoliopsida,Achariaceae
Kingiodendron pinnatum,Tracheophyta,Magnoliopsida,Fabaceae
Knema attenuata,Tracheophyta,Magnoliopsida,Myristicaceae
Leptonychia moacurroides,Tracheophyta,Magnoliopsida,Malvaceae
Lophopetalum wightianum,Tracheophyta,Magnoliopsida,Celastraceae
Mastixia arborea,Tracheophyta,Magnoliopsida,Nyssaceae
Myristica dactyloides,Tracheophyta,Magnoliopsida,Myristicaceae
Neonauclea purpurea,Tracheophyta,Magnoliopsida,Rubiaceae
Nothopegia beddomei,Tracheophyta,Magnoliopsida,Anacardiaceae
Otonephelium stipulaceum,Tracheophyta,Magnoliopsida,Sapindaceae
Palaquium ellipticum,Tracheophyta,Magnoliopsida,Sapotaceae
Reinwardtiodendron anaimalaiense,Tracheophyta,Magnoliopsida,Meliaceae
Syzygium gardneri,Tracheophyta,Magnoliopsida,Myrtaceae
Syzygium laetum,Tracheophyta,Magnoliopsida,Myrtaceae
Vateria indica,Tracheophyta,Magnoliopsida,Dipterocarpaceae
Actinodaphne tadulingamii,Tracheophyta,Magnoliopsida,Lauraceae
Beilschmiedia wightii,Tracheophyta,Magnoliopsida,Lauraceae
Canarium strictum,Tracheophyta,Magnoliopsida,Burseraceae
Persea macrantha,Tracheophyta,Magnoliopsida,Lauraceae
Polyalthia coffeoides,Tracheophyta,Magnoliopsida,Annonaceae
Polyalthia fragrans,Tracheophyta,Magnoliopsida,Annonaceae
Rinorea bengalensis,Tracheophyta,Magnoliopsida,Violaceae
Strombosia ceylanica,Tracheophyta,Magnoliopsida,Strombosiaceae
Syzygium hemisphericum,Tracheophyta,Magnoliopsida,Myrtaceae
Aglaia jainii,Tracheophyta,Magnoliopsida,Meliaceae
Artocarpus hirsutus,Tracheophyta,Magnoliopsida,Moraceae
Blepharistemma membranifolia,Tracheophyta,Magnoliopsida,Rhizophoraceae
Drypetes oblongifolia,Tracheophyta,Magnoliopsida,Putranjivaceae
Garcinia gummi-gutta,Tracheophyta,Magnoliopsida,Clusiaceae
Glycosmis macrocarpa,Tracheophyta,Magnoliopsida,Rutaceae
Harpullia arborea,Tracheophyta,Magnoliopsida,Sapindaceae
Heritiera papilio,Tracheophyta,Magnoliopsida,Malvaceae
Holigarna ferruginea,Tracheophyta,Magnoliopsida,Anacardiaceae
Holigarna grahamii,Tracheophyta,Magnoliopsida,Anacardiaceae
Holigarna nigra,Tracheophyta,Magnoliopsida,Anacardiaceae
Hopea ponga,Tracheophyta,Magnoliopsida,Dipterocarpaceae
Hydnocarpus alpina,Tracheophyta,Magnoliopsida,Achariaceae
Litsea floribunda,Tracheophyta,Magnoliopsida,Lauraceae
Macaranga peltata,Tracheophyta,Magnoliopsida,Euphorbiaceae
Mallotus tetracoccus,Tracheophyta,Magnoliopsida,Euphorbiaceae
Memecylon macrocarpum,Tracheophyta,Magnoliopsida,Melastomataceae
Semecarpus auriculata,Tracheophyta,Magnoliopsida,Anacardiaceae
Symplocos racemosa,Tracheophyta,Magnoliopsida,Symplocaceae
Diospyros ghatensis,Tracheophyta,Magnoliopsida,Ebenaceae
Isonandra lanceolata,Tracheophyta,Magnoliopsida,Sapotaceae
Mallotus stenanthus,Tracheophyta,Magnoliopsida,Euphorbiaceae
Margaritaria indica,Tracheophyta,Magnoliopsida,Phyllanthaceae
Myristica malabarica,Tracheophyta,Magnoliopsida,Myristicaceae
Pterospermum diversifolium,Tracheophyta,Magnoliopsida,Malvaceae
Drypetes confertiflora,Tracheophyta,Magnoliopsida,Putranjivaceae
Alphonsea sp1,Tracheophyta,Magnoliopsida,Annonaceae
Antiaris toxicaria,Tracheophyta,Magnoliopsida,Moraceae
Blachia umbellata,Tracheophyta,Magnoliopsida,Euphorbiaceae
Croton malabaricus,Tracheophyta,Magnoliopsida,Euphorbiaceae
Euonymus indicus,Tracheophyta,Magnoliopsida,Celastraceae
Glochidion malabaricum,Tracheophyta,Magnoliopsida,Phyllanthaceae
Homalium zeylanicum,Tracheophyta,Magnoliopsida,Salicaceae
Litsea oleoides,Tracheophyta,Magnoliopsida,Lauraceae
Microtropis wallichiana,Tracheophyta,Magnoliopsida,Celastraceae
Pajanelia longifolia,Tracheophyta,Magnoliopsida,Bignoniaceae
Goniothalamus cardiopetalus,Tracheophyta,Magnoliopsida,Annonaceae
Vepris bilocularis,Tracheophyta,Magnoliopsida,Rutaceae
Flacourtia montana,Tracheophyta,Magnoliopsida,Salicaceae
Memecylon wightii,Tracheophyta,Magnoliopsida,Melastomataceae
Walsura trifolia,Tracheophyta,Magnoliopsida,Meliaceae
Agrostistachys borneensis,Tracheophyta,Magnoliopsida,Euphorbiaceae
Clerodendrum viscosum,Tracheophyta,Magnoliopsida,Lamiaceae
CIMA ,Mollusca,Gastropoda,Cima
Diospyros assimilis,Tracheophyta,Magnoliopsida,Ebenaceae
AGEL ,Arthropoda,Insecta,Curculionidae
Callicarpa tomentosa,Tracheophyta,Magnoliopsida,Lamiaceae
Copepod ,NULL,NULL,NULL
Oithona sp,Arthropoda,Hexanauplia,Oithonidae
Sapphirina sp,Arthropoda,Hexanauplia,Sapphirinidae
Temora turbinata,Arthropoda,Hexanauplia,Temoridae
Decapod ,Arthropoda,Malacostraca,NULL
Oithona sp4,Arthropoda,Hexanauplia,Oithonidae
Prosobranch ,NULL,NULL,NULL
Temora sp,Arthropoda,Hexanauplia,Temoridae
Acartia tranteri,Arthropoda,Hexanauplia,Acartiidae
Calanus australis,Arthropoda,Hexanauplia,Calanidae
Corycaeus sp,Arthropoda,Hexanauplia,Corycaeidae
Paracalanus sp,Arthropoda,Hexanauplia,Paracalanidae
Siphonophore ,Arthropoda,Diplopoda,Siphonophoridae
Stomatopod ,Arthropoda,Malacostraca,NULL
Sulcanus conflictus,Arthropoda,Hexanauplia,Sulcanidae
Pyrosoma atlanticum,Chordata,Thaliacea,Pyrosomatidae
Brachyuran zoea,NULL,NULL,NULL
Labidocera sp,Arthropoda,Hexanauplia,Pontellidae
Podonidae ,Arthropoda,Branchiopoda,Podonidae
Soestia zonaria,Chordata,Thaliacea,Salpidae
Amphipod ,Arthropoda,Malacostraca,NULL
Agetus flaccus,Arthropoda,Hexanauplia,Corycaeidae
Bryozoan ,Bryozoa,NULL,NULL
Calocalanus sp,Arthropoda,Hexanauplia,Paracalanidae
Cavoliniidae ,Mollusca,Gastropoda,Cavoliniidae
Clausocalanus parapergens,Arthropoda,Hexanauplia,Clausocalanidae
Copilia hendorffi,Arthropoda,Hexanauplia,Sapphirinidae
Cyttarocylis sp,Ciliophora,Oligotrichea,Cyttarocylidae
Ditrichocorycaeus dahli,Arthropoda,Hexanauplia,Corycaeidae
Ditrichocorycaeus minimus,Arthropoda,Hexanauplia,Corycaeidae
Farranula sp,Arthropoda,Hexanauplia,Corycaeidae
Fritillaridae ,Chordata,Appendicularia,Fritillariidae
Lucicutia sp,Arthropoda,Hexanauplia,Lucicutiidae
Mesocalanus sp,Arthropoda,Hexanauplia,Calanidae
Microsetella sp,Arthropoda,Hexanauplia,Ectinosomatidae
Oithona rigida,Arthropoda,Hexanauplia,Oithonidae
Oncaea waldemari,Arthropoda,Hexanauplia,Oncaeidae
Ostracod ,Arthropoda,Ostracoda,NULL
Paroithona sp,Arthropoda,Hexanauplia,Oithonidae
Penilia avirostris,Arthropoda,Branchiopoda,Sididae
Polychaete ,Annelida,Polychaeta,NULL
Nyctiphanes australis,Arthropoda,Malacostraca,Euphausiidae
Acrocalanus gibber,Arthropoda,Hexanauplia,Paracalanidae
Ditrichocorycaeus andrewsi,Arthropoda,Hexanauplia,Corycaeidae
Farranula concinna,Arthropoda,Hexanauplia,Corycaeidae
Gastropod ,Mollusca,Gastropoda,NULL
Oithona simplex,Arthropoda,Hexanauplia,Oithonidae
Doliolum sp,Chordata,Thaliacea,Doliolidae
Acartia simplex,Arthropoda,Hexanauplia,Acartiidae
Bestiolina similis,Arthropoda,Hexanauplia,Paracalanidae
Centropages furcatus,Arthropoda,Hexanauplia,Centropagidae
Hansenocarididae ,NULL,NULL,NULL
Oithona sp2,Arthropoda,Hexanauplia,Oithonidae
Oithona sp5,Arthropoda,Hexanauplia,Oithonidae
Oithona sp6,Arthropoda,Hexanauplia,Oithonidae
Pseudevadne tergestina,Arthropoda,Branchiopoda,Podonidae
Trochophore ,Arthropoda,Insecta,Argidae
Acrocalanus sp,Arthropoda,Hexanauplia,Paracalanidae
Agetus limbatus,Arthropoda,Hexanauplia,Corycaeidae
Calanopia minor,Arthropoda,Hexanauplia,Pontellidae
Candacia sp,Arthropoda,Hexanauplia,Candaciidae
Canthocalanus pauper,Arthropoda,Hexanauplia,Calanidae
Cosmocalanus darwinii,Arthropoda,Hexanauplia,Calanidae
Eucalanidae ,Arthropoda,Hexanauplia,Eucalanidae
Farranula gibbula,Arthropoda,Hexanauplia,Corycaeidae
Labidocera acuta,Arthropoda,Hexanauplia,Pontellidae
Lucifer typus,Arthropoda,Malacostraca,Luciferidae
Onychocorycaeus agilis,Arthropoda,Hexanauplia,Corycaeidae
Acrocalanus gracilis,Arthropoda,Hexanauplia,Paracalanidae
Anomuran zoea,NULL,NULL,NULL
Calanopia sp,Arthropoda,Hexanauplia,Pontellidae
Centropages sp,Arthropoda,Hexanauplia,Centropagidae
Ditrichocorycaeus anglicus,Arthropoda,Hexanauplia,Corycaeidae
Ditrichocorycaeus asiaticus,Arthropoda,Hexanauplia,Corycaeidae
Ditrichocorycaeus erythraeus,Arthropoda,Hexanauplia,Corycaeidae
Isopod ,Arthropoda,Malacostraca,NULL
Megalope ,Arthropoda,Malacostraca,Carcinidae
Oithona attenuata,Arthropoda,Hexanauplia,Oithonidae
Oncaea paraclevei,Arthropoda,Hexanauplia,Oncaeidae
Ctenophore ,Ctenophora,NULL,NULL
Euphausia similis,Arthropoda,Malacostraca,Euphausiidae
Centropages elongatus,Arthropoda,Hexanauplia,Centropagidae
Clausocalanus farrani,Arthropoda,Hexanauplia,Clausocalanidae
Farranula carinata,Arthropoda,Hexanauplia,Corycaeidae
Oithona fallax,Arthropoda,Hexanauplia,Oithonidae
Oncaea atlantica,Arthropoda,Hexanauplia,Oncaeidae
Pteropod ,Mollusca,Gastropoda,NULL
Undinula sp,Arthropoda,Hexanauplia,Calanidae
Oithona aruensis,Arthropoda,Hexanauplia,Oithonidae
Acartia pacifica,Arthropoda,Hexanauplia,Acartiidae
Corycaeus crassiusculus,Arthropoda,Hexanauplia,Corycaeidae
Delibus nudus,Arthropoda,Hexanauplia,Paracalanidae
Ditrichocorycaeus sp,Arthropoda,Hexanauplia,Corycaeidae
Onychocorycaeus sp,Arthropoda,Hexanauplia,Corycaeidae
Sapphirina scarlata,Arthropoda,Hexanauplia,Sapphirinidae
Ditrichocorycaeus aucklandicus,Arthropoda,Hexanauplia,Corycaeidae
Onychocorycaeus catus,Arthropoda,Hexanauplia,Corycaeidae
Candacia truncata,Arthropoda,Hexanauplia,Candaciidae
Onychocorycaeus pumilus,Arthropoda,Hexanauplia,Corycaeidae
Candacia discaudata,Arthropoda,Hexanauplia,Candaciidae
Onychocorycaeus latus,Arthropoda,Hexanauplia,Corycaeidae
Calycophoran ,Platyhelminthes,Trematoda,Paramphistomidae
Echinoderm ,Arthropoda,Insecta,Curculionidae
Farranula curta,Arthropoda,Hexanauplia,Corycaeidae
Pegea confoederata,Chordata,Thaliacea,Salpidae
Tortanus barbatus,Arthropoda,Hexanauplia,Tortanidae
Doliolum denticulatum,Chordata,Thaliacea,Doliolidae
Pseudodiaptomus mertoni,Arthropoda,Hexanauplia,Pseudodiaptomidae
Centropages australiensis,Arthropoda,Hexanauplia,Centropagidae
Mecynocera sp,Arthropoda,Hexanauplia,Paracalanidae
Gladioferens pectinatus,Arthropoda,Hexanauplia,Centropagidae
Subeucalanus sp,Arthropoda,Hexanauplia,Subeucalanidae
Triconia sp,Arthropoda,Hexanauplia,Oncaeidae
Calocalanus contractus,Arthropoda,Hexanauplia,Paracalanidae
Centropages orsinii,Arthropoda,Hexanauplia,Centropagidae
Cnidarian ,Cnidaria,NULL,NULL
Doliolum nationalis,Chordata,Thaliacea,Doliolidae
Onychocorycaeus giesbrechti,Arthropoda,Hexanauplia,Corycaeidae
Clausocalanus ingens,Arthropoda,Hexanauplia,Clausocalanidae
Sergestid sp,NULL,NULL,NULL
Aglaura hemistoma,Cnidaria,Hydrozoa,Rhopalonematidae
Pleuromamma sp,Arthropoda,Hexanauplia,Metridinidae
Acartia clausi,Arthropoda,Hexanauplia,Acartiidae
Ihlea magalhanica,Chordata,Thaliacea,Salpidae
Sapphirina ovatolanceolata,Arthropoda,Hexanauplia,Sapphirinidae
Bestiolina sp,Arthropoda,Hexanauplia,Paracalanidae
Parvocalanus sp,Arthropoda,Hexanauplia,Paracalanidae
Pseudodiaptomus sp,Arthropoda,Hexanauplia,Pseudodiaptomidae
Calanopia elliptica,Arthropoda,Hexanauplia,Pontellidae
Ditrichocorycaeus subtilis,Arthropoda,Hexanauplia,Corycaeidae
Acartia fossae,Arthropoda,Hexanauplia,Acartiidae
Oithona longispina,Arthropoda,Hexanauplia,Oithonidae
Onychocorycaeus pacificus,Arthropoda,Hexanauplia,Corycaeidae
Doliolum gegenbauri,Chordata,Thaliacea,Doliolidae
Oithona sp3,Arthropoda,Hexanauplia,Oithonidae
Centropages calaninus,Arthropoda,Hexanauplia,Centropagidae
Copilia sp,Arthropoda,Hexanauplia,Sapphirinidae
Clausocalanus mastigophorus,Arthropoda,Hexanauplia,Clausocalanidae
Pontellidae ,Arthropoda,Hexanauplia,Pontellidae
Mollusc ,Mollusca,NULL,NULL
Tintinnidae ,Ciliophora,Oligotrichea,Tintinnidae
Urocorycaeus lautus,Arthropoda,Hexanauplia,Corycaeidae
Euphausia lucens,Arthropoda,Malacostraca,Euphausiidae
Stegosoma magnum,Chordata,Appendicularia,Oikopleuridae
Thetys vagina,Chordata,Thaliacea,Salpidae
Clausocalanus brevipes,Arthropoda,Hexanauplia,Clausocalanidae
Rhabdonella sp,Ciliophora,Oligotrichea,Rhabdonellidae
Oithona nishida,Arthropoda,Hexanauplia,Oithonidae
Ditrichocorycaeus lubbocki,Arthropoda,Hexanauplia,Corycaeidae
Phoronid ,Phoronida,NULL,NULL
Physosomata ,Arthropoda,Malacostraca,Cystisomatidae
Candacia bradyi,Arthropoda,Hexanauplia,Candaciidae
Euconchoecia ,Arthropoda,Ostracoda,Halocyprididae
Kelleria sp,Ascomycota,Leotiomycetes,Kelleria
Lubbockia sp,Arthropoda,Hexanauplia,Lubbockiidae
Oithona tenuis,Arthropoda,Hexanauplia,Oithonidae
Pareucalanus sewelli,Arthropoda,Hexanauplia,Eucalanidae
Rhincalanus rostrifrons,Arthropoda,Hexanauplia,Rhincalanidae
Gladioferens inermis,Arthropoda,Hexanauplia,Centropagidae
Leptothecata ,Cnidaria,Hydrozoa,NULL
Brachyuran megalopa,NULL,NULL,NULL
Cyttarocylis ampulla,Ciliophora,Oligotrichea,Cyttarocylididae
Calanopia aurivilli,Arthropoda,Hexanauplia,Pontellidae
Corycaeus clausi,Arthropoda,Hexanauplia,Corycaeidae
Pentacrinoid ,Pentacrinos,NULL,NULL
Rhincalanus sp,Arthropoda,Hexanauplia,Rhincalanidae
Pontella sp,Arthropoda,Hexanauplia,Pontellidae
Acartia sinjiensis,Arthropoda,Hexanauplia,Acartiidae
Pareucalanus langae,Arthropoda,Hexanauplia,Eucalanidae
Stephos maculosus,Arthropoda,Hexanauplia,Stephidae
Calocalanus gracilis,Arthropoda,Hexanauplia,Paracalanidae
Canthocalanus sp,Arthropoda,Hexanauplia,Calanidae
Scolecithricella sp,Arthropoda,Hexanauplia,Scolecitrichidae
Acartia erythraea,Arthropoda,Hexanauplia,Acartiidae
Corycaeus sewelli,Arthropoda,Hexanauplia,Corycaeidae
Labidocera minuta,Arthropoda,Hexanauplia,Pontellidae
Leucosiid zoea,NULL,NULL,NULL
Oithona brevicornis,Arthropoda,Hexanauplia,Oithonidae
Paracalanidae ,Arthropoda,Hexanauplia,Paracalanidae
Paracalanus denudatus,Arthropoda,Hexanauplia,Paracalanidae
Parvocalanus elegans,Arthropoda,Hexanauplia,Paracalanidae
Parvocalanus latus,Arthropoda,Hexanauplia,Paracalanidae
Tortanus gracilis,Arthropoda,Hexanauplia,Tortanidae
Tortanus sp,Arthropoda,Hexanauplia,Tortanidae
Kelleria australiensis,Arthropoda,Hexanauplia,Kelleriidae
Doliolidae ,Chordata,Thaliacea,Doliolidae
Dorippe sp,Arthropoda,Malacostraca,Dorippidae
Clytemnestra sp,Arthropoda,Hexanauplia,Peltidiidae
Hormiphora sp,Ctenophora,Tentaculata,Pleurobrachiidae
Tomopteris sp,Annelida,Polychaeta,Tomopteridae
Oithona australis,Arthropoda,Hexanauplia,Oithonidae
Mesochra sp,Arthropoda,Hexanauplia,Canthocamptidae
Quinquelaophonte wellsi,Arthropoda,Hexanauplia,Laophontidae
Ascidian ,Chordata,Ascidiacea,Ascidiidae
Crustracea ,NULL,NULL,NULL
Alciopidae ,Annelida,Polychaeta,Alciopidae
Labidocera dakini,Arthropoda,Hexanauplia,Pontellidae
Creseis sp,Mollusca,Gastropoda,Creseidae
Pontellina morii,Arthropoda,Hexanauplia,Pontellidae
Euchaeta rimana,Arthropoda,Hexanauplia,Euchaetidae
Pontellopsis krameri,Arthropoda,Hexanauplia,Pontellidae
Subeucalanus mucronatus,Arthropoda,Hexanauplia,Subeucalanidae
Ascampbelliella sp,Ciliophora,Oligotrichea,Ascampbelliellidae
Clausocalanus laticeps,Arthropoda,Hexanauplia,Clausocalanidae
Clytemnestra farrani,Arthropoda,Hexanauplia,Peltidiidae
Metridia sp,Arthropoda,Hexanauplia,Metridinidae
Agetus typicus,Arthropoda,Hexanauplia,Corycaeidae
Labidocera pavo,Arthropoda,Hexanauplia,Pontellidae
Labidocera laevidentata,Arthropoda,Hexanauplia,Pontellidae
Pontellopsis sp,Arthropoda,Hexanauplia,Pontellidae
Paracalanus nanus,Arthropoda,Hexanauplia,Paracalanidae
Oncaeidae ,Arthropoda,Hexanauplia,Oncaeidae
Metis jousseaumei,Arthropoda,Hexanauplia,Metidae
Boeckella fluvialis,Arthropoda,Hexanauplia,Centropagidae
Calamoecia trifida,Arthropoda,Hexanauplia,Centropagidae
Mesocyclops sp,Arthropoda,Hexanauplia,Cyclopidae
Moina sp,Arthropoda,Branchiopoda,Moinidae
Acrocalanus monachus,Arthropoda,Hexanauplia,Paracalanidae
Lucicutia tranteri,Arthropoda,Hexanauplia,Lucicutiidae
Parvocalanus dubia,Arthropoda,Hexanauplia,Paracalanidae
Labidocera farrani,Arthropoda,Hexanauplia,Pontellidae
Pontellopsis tasmanensis,Arthropoda,Hexanauplia,Pontellidae
Labidocera moretoni,Arthropoda,Hexanauplia,Pontellidae
Calocalanus pavoninus,Arthropoda,Hexanauplia,Paracalanidae
Agetus sp,Arthropoda,Hexanauplia,Corycaeidae
Centropages gracilis,Arthropoda,Hexanauplia,Centropagidae
Scolecithrix sp,Arthropoda,Hexanauplia,Scolecitrichidae
Mesosagitta minima,Chaetognatha,Sagittoidea,Sagittidae
Ferosagitta robusta,Chaetognatha,Sagittoidea,Sagittidae
Centropages kroyeri,Arthropoda,Hexanauplia,Centropagidae
Firoloida sp,Mollusca,Gastropoda,Pterotracheidae
Aetideus giesbrechti,Arthropoda,Hexanauplia,Aetideidae
Delibus sp,Arthropoda,Hexanauplia,Paracalanidae
Haloptilus sp,Arthropoda,Hexanauplia,Augaptilidae
Heterorhabdus sp,Arthropoda,Hexanauplia,Heterorhabdidae
Macrosetella sp,Arthropoda,Hexanauplia,Miraciidae
Temoropia minor,Arthropoda,Hexanauplia,Fosshageniidae
Urocorycaeus furcifer,Arthropoda,Hexanauplia,Corycaeidae
Pterotracheoidea ,Mollusca,Gastropoda,Pterotracheidae
Clausocalanus minor,Arthropoda,Hexanauplia,Clausocalanidae
Codonellopsis ,Ciliophora,Oligotrichea,Codonellopsidae
Tintinnopsis sp,Ciliophora,Oligotrichea,Codonellidae
Favella ,Arthropoda,Ostracoda,Hemicytheridae
Onychocorycaeus ovalis,Arthropoda,Hexanauplia,Corycaeidae
Urocorycaeus longistylis,Arthropoda,Hexanauplia,Corycaeidae
Euchirella rostromagna,Arthropoda,Hexanauplia,Aetideidae
Neocalanus tonsus,Arthropoda,Hexanauplia,Calanidae
Cypridina ,Arthropoda,Ostracoda,Cypridinidae
Ctenocalanus sp,Arthropoda,Hexanauplia,Clausocalanidae
Conaea sp,Arthropoda,Hexanauplia,Oncaeidae
Oithona vivida,Arthropoda,Hexanauplia,Oithonidae
Oncaea oceanica,Arthropoda,Hexanauplia,Oncaeidae
Oncaea schmelvi,Arthropoda,Hexanauplia,Oncaeidae
Oncaea tenuimana,Arthropoda,Hexanauplia,Oncaeidae
Pleuromamma indica,Arthropoda,Hexanauplia,Metridinidae
Spinoncaea ivlevi,Arthropoda,Hexanauplia,Oncaeidae
Triconia derivata,Arthropoda,Hexanauplia,Oncaeidae
Triconia furcula,Arthropoda,Hexanauplia,Oncaeidae
Ciliate ,Chordata,Actinopterygii,Lotidae
Labidocera cervi,Arthropoda,Hexanauplia,Pontellidae
Labidocera kroyeri,Arthropoda,Hexanauplia,Pontellidae
Pterotracheid ,Mollusca,Gastropoda,Pterotracheidae
Thalia sp,Chordata,Thaliacea,Salpidae
Pontellopsis herdmani,Arthropoda,Hexanauplia,Pontellidae
Candacia cheirura,Arthropoda,Hexanauplia,Candaciidae
Labidocera tasmanica,Arthropoda,Hexanauplia,Pontellidae
Codonellopsis orthoceras,Ciliophora,Oligotrichea,Codonellopsidae
Bradyidius styliformis,Arthropoda,Hexanauplia,Aetideidae
Triconia elongata,Arthropoda,Hexanauplia,Oncaeidae
Globigerinidae ,Foraminifera,Globothalamea,Globigerinidae
Xystonella sp,Ciliophora,Oligotrichea,Xystonellidae
Limnomedusae ,Cnidaria,Hydrozoa,NULL
Pterosagitta sp,Chaetognatha,Sagittoidea,Pterosagittidae
Gonophores unid,NULL,NULL,NULL
Serratosagitta tasmanica,Chaetognatha,Sagittoidea,Sagittidae
Tisbidae sp,Arthropoda,Hexanauplia,Tisbidae
Temoropia sp,Arthropoda,Hexanauplia,Fosshageniidae
Nannocalanus sp,Arthropoda,Hexanauplia,Calanidae
Oithona sp7,Arthropoda,Hexanauplia,Oithonidae
Fritillaria megachile,Chordata,Appendicularia,Fritillariidae
Euchaeta marinella,Arthropoda,Hexanauplia,Euchaetidae
Candacia simplex,Arthropoda,Hexanauplia,Candaciidae
Evadne sp,Arthropoda,Branchiopoda,Podonidae
Euchaeta indica,Arthropoda,Hexanauplia,Euchaetidae
Acartia australis,Arthropoda,Hexanauplia,Acartiidae
Brooksia rostrata,Chordata,Thaliacea,Salpidae
Acartia bispinosa,Arthropoda,Hexanauplia,Acartiidae
Epiplocylis sp,Ciliophora,Oligotrichea,Epiplocylididae
Oncaea vodjanitskii,Arthropoda,Hexanauplia,Oncaeidae
Arachnid terrestrial,NULL,NULL,NULL
Aegisthus sp,Arthropoda,Hexanauplia,Aegisthidae
Augaptilus sp,Arthropoda,Hexanauplia,Augaptilidae
Euaugaptilus sp,Arthropoda,Hexanauplia,Augaptilidae
Cephlapoda ,NULL,NULL,NULL
Pinnotheres sp,Arthropoda,Malacostraca,Pinnotheridae
Flaccisagitta sp,Chaetognatha,Sagittoidea,Sagittidae
Calocalanus styleremis,Arthropoda,Hexanauplia,Paracalanidae
Euphausia spinifera,Arthropoda,Malacostraca,Euphausiidae
Abylidae ,Cnidaria,Hydrozoa,Abylidae
Calanoides sp,Arthropoda,Hexanauplia,Calanidae
Euchaeta longicornis,Arthropoda,Hexanauplia,Euchaetidae
Parundinella dakini,Arthropoda,Hexanauplia,Tharybidae
Phronima sp,Arthropoda,Malacostraca,Phronimidae
Centropages elegans,Arthropoda,Hexanauplia,Centropagidae
Monocorycaeus robustus,Arthropoda,Hexanauplia,Corycaeidae
Subeucalanus monachus,Arthropoda,Hexanauplia,Subeucalanidae
Scolecithricella nicobarica,Arthropoda,Hexanauplia,Scolecitrichidae
Candacia worthingtoni,Arthropoda,Hexanauplia,Candaciidae
Pseudodiaptomus cornutus,Arthropoda,Hexanauplia,Pseudodiaptomidae
Aetideus pseudarmatus,Arthropoda,Hexanauplia,Aetideidae
Amphinema sp,Cnidaria,Hydrozoa,Pandeidae
Oithona decipiens,Arthropoda,Hexanauplia,Oithonidae
Caligus sp,Arthropoda,Hexanauplia,Caligidae
Corycaeus vitreus,Arthropoda,Hexanauplia,Corycaeidae
Aetideus australis,Arthropoda,Hexanauplia,Aetideidae
Pseudodiaptomus galleti,Arthropoda,Hexanauplia,Pseudodiaptomidae
